0.666666666667 1 0.666666666667 0 0.0 0.625 0 1 0.0 0.219770393688 1
0.166666666667 0 0.000000000000 1 1.0 0.375 0 0 1.0 0.099075218282 0
1.000000000000 1 1.000000000000 0 0.0 0.125 0 1 0.5 0.487359359014 0
0.055555555555 1 0.333333333333 0 0.0 0.500 1 0 1.0 0.530097354836 0
0.111111111111 0 0.666666666667 1 0.5 0.625 0 0 1.0 0.19266061894  0
0.888888888889 0 0.333333333333 0 0.0 0.875 1 0 0.0 0.261744049869 0
0.444444444444 0 0.666666666667 0 1.0 0.875 1 0 0.5 0.459434228979 0
0.111111111111 1 0.666666666667 1 1.0 0.375 0 1 0.0 0.710278966875 0
0.166666666667 0 0.666666666667 1 0.0 0.625 1 1 0.0 0.466626183916 0
0.888888888889 1 0.333333333333 1 0.5 0.250 1 0 0.5 0.353347263837 1
0.888888888889 0 0.333333333333 0 0.0 0.000 0 0 1.0 0.561290394827 0
0.333333333333 1 0.333333333333 1 0.5 0.750 1 1 0.0 0.618793285004 0
0.611111111111 0 0.000000000000 0 0.5 0.125 0 0 1.0 0.534097574076 0
0.222222222222 0 0.666666666667 1 0.0 0.250 0 1 1.0 0.625513890005 0
0.611111111111 0 0.666666666667 0 0.0 0.500 1 0 0.0 0.293489625441 0
0.944444444444 1 0.666666666667 1 1.0 1.000 0 1 1.0 0.362396834097 1
0.444444444444 0 0.666666666667 0 0.5 0.375 0 0 0.5 0.632747838691 0
0.111111111111 1 0.666666666667 1 0.5 1.000 1 1 1.0 0.408531047468 0
0.166666666667 1 0.666666666667 1 0.5 0.625 1 1 0.0 0.42293990706  0
